SR_NODD,CURRENT_STATUS,OFF_NAME,AGENCY_TYPE,STATE_NM,APP_ID,APP_NAME,BENF_TYPE_DESC,GENDER,BENF_CATEGORY_DESC,BENF_SPECIAL_CD,DOB,MOBILE,UNIT_ADDR,UNIT_TALUK_BLOCK,DISTRICT_NAME,IND_TYPE,ACTIVITY_NAME,PROD_DESC,IFSC_CODE,BANK_NAME,BANK_ADDRESS,BANK_F_DATE,PROJ_COST,TOT_SAMC_FB,CGTSI,IST_LOAN_REL,MM_CLAIM_DT,MM_CLAIM_AMT,MM_REL_DT,MM_REL_AMT,EDP_TRG_NM,EDP_CERT_DT,CERT_TYPE,ONLINE_PROMO,TEL_NO,E_MAIL,IND_GRP_LONG_DESC,APR_YR,ANNUAL_TURNOVER,SUSTAINABILITY_SCORE,OPERATIONAL_STATUS,EMPLOYMENT_AT_SETUP,MARGIN_MONEY_SUBSIDY_RS,SECTOR
4839,Closed,Office_34,DIC,TAMIL NADU,APP2025370175,Applicant_4839,Individual,Female,OBC,NA,2013-07-23,9819719334,Address_125,Block_A,District_16,Rural,Service Business,Product_59,IFSC971100,PNB,Bank_Address_184,2021-05-31,984836,1359341,204575,Partial,2022-08-11,1740461,2023-01-24,759957,Training_2,2023-04-23,A,No,0294723003,applicant_4839@email.com,Agro-based,2023-24,839410,81.58162297678466,Operational,18,526491,Services
4840,Operational,Office_43,Ministry,HIMACHAL PRADESH,APP2025566350,Applicant_4840,Individual,Male,Scheduled Tribe,EX-SERVICEMAN,1990-12-09,9857207299,Address_477,Block_C,District_1,Rural,Retail Trading,Product_74,IFSC643336,SBI,Bank_Address_91,2021-01-15,1019368,187118,32168,No,2023-06-23,1741439,2020-08-25,1038058,Training_47,2020-11-20,A,No,0302637695,applicant_4840@email.com,Manufacturing,2023-24,1360225,30.61293336630664,Operational,18,1187253,Services
4841,Non-Operational,Office_90,State,HARYANA,APP2025912099,Applicant_4841,Individual,Male,SC,NA,2011-05-08,9870358523,Address_411,Block_D,District_20,Urban,Video & Photo Studio,Product_68,IFSC513138,Union Bank,Bank_Address_174,2022-12-25,2493658,1143122,152820,Partial,2022-04-20,1462148,2023-09-04,1286590,Training_28,2020-08-16,A,Yes,0113990974,applicant_4841@email.com,Services,2025-26,2103372,79.70806479815714,Operational,18,1178886,Services
4842,Operational,Office_29,KVIC,ASSAM,APP2025969347,Applicant_4842,Individual,Female,OBC,PWD,2002-12-17,9837994132,Address_371,Block_D,District_12,Urban,Food Processing,Product_7,IFSC664878,HDFC Bank,Bank_Address_108,2020-10-22,579714,1463761,137918,Partial,2020-09-20,1421802,2023-04-29,1481960,Training_32,2022-10-27,C,Yes,0238496649,applicant_4842@email.com,Retail,2024-25,4170828,42.23762321434064,Non-Operational,7,548205,Manufacturing
4843,Operational,Office_2,DIC,RAJASTHAN,APP2025191092,Applicant_4843,Individual,Female,SC,NA,1986-07-21,9847851116,Address_242,Block_D,District_32,Urban,Health Care,Product_49,IFSC318834,Bank of Baroda,Bank_Address_105,2020-09-10,1862964,390120,361164,Yes,2023-07-21,592340,2022-03-11,356043,Training_11,2021-03-22,A,No,0334988660,applicant_4843@email.com,Manufacturing,2023-24,764773,18.05657795438924,Non-Operational,17,1170826,Services
4844,Closed,Office_43,KVIB,UTTAR PRADESH,APP2025792027,Applicant_4844,Individual,Male,Scheduled Caste,NA,2006-12-05,9860811020,Address_344,Block_A,District_45,Urban,Video & Photo Studio,Product_51,IFSC830487,Kotak Bank,Bank_Address_185,2021-06-05,889380,1254572,360257,Partial,2020-04-09,896389,2022-03-07,773125,Training_25,2021-03-15,A,No,0239648477,applicant_4844@email.com,Manufacturing,2023-24,846102,44.948378394780434,Non-Operational,1,1431725,Services
4845,Closed,Office_97,KVIC,UTTARAKHAND,APP2025670106,Applicant_4845,Individual,Male,General,NA,1991-06-20,9822446771,Address_69,Block_C,District_6,Urban,Education Center,Product_37,IFSC450987,HDFC Bank,Bank_Address_163,2022-12-10,1117522,285010,137260,Partial,2020-01-21,1776637,2021-09-01,156570,Training_11,2021-09-15,B,No,0113345967,applicant_4845@email.com,Retail,2024-25,3474990,30.431286485941033,Operational,6,128595,Services
4846,Non-Operational,Office_58,State,KARNATAKA,APP2025327938,Applicant_4846,Individual,Female,OBC,NA,1996-12-06,9820620159,Address_420,Block_A,District_44,Urban,Tourism Services,Product_12,IFSC213378,Axis Bank,Bank_Address_157,2022-01-18,1493412,212225,495529,Partial,2022-07-23,1362181,2022-07-14,90968,Training_9,2023-11-01,B,No,0192265268,applicant_4846@email.com,Agro-based,2023-24,4061075,20.33655271156054,Non-Operational,1,1060522,Services
4847,Non-Operational,Office_98,State,WEST BENGAL,APP2025337924,Applicant_4847,Individual,Male,OBC,EX-SERVICEMAN,1969-06-24,9867973958,Address_296,Block_C,District_26,Urban,Textile Unit,Product_46,IFSC396501,Axis Bank,Bank_Address_1,2023-05-01,1583356,690430,387055,No,2020-03-12,1176983,2020-04-23,381360,Training_44,2021-05-02,B,No,0161346868,applicant_4847@email.com,Agro-based,2024-25,3866274,83.49317334262705,Operational,15,352675,Manufacturing
4848,Operational,Office_95,DIC,TAMIL NADU,APP2025862854,Applicant_4848,Individual,Male,SC,PWD,1990-04-24,9899497369,Address_331,Block_C,District_25,Rural,Textile Unit,Product_89,IFSC521709,Bank of Baroda,Bank_Address_196,2020-06-06,515678,154168,279194,No,2021-04-07,190643,2023-03-18,337165,Training_13,2022-09-07,NA,No,0196813960,applicant_4848@email.com,Services,2025-26,4871732,35.49614498003913,Non-Operational,2,259526,Manufacturing
4849,Non-Operational,Office_99,KVIB,UTTARAKHAND,APP2025801690,Applicant_4849,Individual,Female,Scheduled Caste,EX-SERVICEMAN,1965-01-30,9875158430,Address_469,Block_D,District_7,Urban,Handicraft,Product_19,IFSC926897,Bank of Baroda,Bank_Address_168,2022-10-08,1587214,790940,478209,No,2023-01-21,1344939,2021-10-25,950218,Training_24,2022-11-02,A,Yes,0408018717,applicant_4849@email.com,Retail,2023-24,4332264,3.128200921767499,Non-Operational,19,451646,Manufacturing
4850,Closed,Office_15,KVIC,ODISHA,APP2025161667,Applicant_4850,Individual,Female,OBC,NA,1999-06-07,9844657564,Address_409,Block_C,District_6,Urban,Health Care,Product_96,IFSC696542,HDFC Bank,Bank_Address_164,2020-01-15,1969251,609606,152870,No,2020-04-18,776404,2020-02-10,999362,Training_21,2020-03-02,A,Yes,0394177880,applicant_4850@email.com,Agro-based,2023-24,4063385,18.842646848026668,Operational,7,567597,Services
4851,Closed,Office_39,State,MADHYA PRADESH,APP2025999396,Applicant_4851,Individual,Female,SC,PWD,2003-10-14,9888889717,Address_438,Block_D,District_46,Urban,Health Care,Product_63,IFSC519619,Kotak Bank,Bank_Address_133,2023-09-23,1420177,659471,412223,Yes,2020-12-31,951180,2022-12-07,1475059,Training_41,2020-11-18,C,Yes,0121443372,applicant_4851@email.com,Services,2024-25,4507704,71.20964804480874,Non-Operational,11,343047,Services
4852,Operational,Office_98,DIC,JHARKHAND,APP2025900337,Applicant_4852,Individual,Male,SC,NA,1972-06-26,9876361033,Address_40,Block_D,District_29,Urban,IT Services,Product_30,IFSC559614,PNB,Bank_Address_153,2020-02-26,1930876,534288,304934,No,2021-03-16,1658086,2020-01-08,601114,Training_2,2023-01-14,NA,Yes,0372320440,applicant_4852@email.com,Manufacturing,2025-26,1870646,11.586024012336548,Operational,6,616924,Services
4853,Non-Operational,Office_91,KVIC,CHHATTISGARH,APP2025177931,Applicant_4853,Individual,Female,Scheduled Caste,EX-SERVICEMAN,1990-04-03,9869937836,Address_351,Block_A,District_28,Urban,Retail Trading,Product_57,IFSC820404,PNB,Bank_Address_35,2023-10-21,1973704,1284177,98157,Partial,2022-09-30,1643596,2020-10-12,103280,Training_1,2021-04-27,NA,Yes,0116774593,applicant_4853@email.com,Agro-based,2023-24,4375187,7.4077205653611315,Closed,12,102078,Services
4854,Operational,Office_98,KVIB,ODISHA,APP2025395169,Applicant_4854,Individual,Male,OBC,NA,1964-11-22,9811362536,Address_376,Block_C,District_33,Urban,Retail Trading,Product_21,IFSC175049,SBI,Bank_Address_36,2022-06-21,2254372,1363076,499690,Partial,2022-04-29,1312083,2023-09-30,682697,Training_14,2020-04-17,NA,No,0154564275,applicant_4854@email.com,Agro-based,2025-26,4956544,49.004311478516705,Non-Operational,1,519727,Services
4855,Non-Operational,Office_28,KVIC,ODISHA,APP2025388347,Applicant_4855,Individual,Male,OBC,PWD,2005-10-27,9874977073,Address_429,Block_D,District_36,Rural,Health Care,Product_95,IFSC190214,Bank of Baroda,Bank_Address_114,2021-01-27,2236076,1048579,242595,No,2023-12-02,818047,2020-06-15,852465,Training_30,2020-04-03,C,No,0177088021,applicant_4855@email.com,Services,2024-25,344081,91.88740837478692,Operational,7,167742,Services
4856,Non-Operational,Office_35,KVIB,HARYANA,APP2025386604,Applicant_4856,Individual,Male,SC,EX-SERVICEMAN,1974-08-19,9898395519,Address_267,Block_C,District_14,Rural,Handicraft,Product_2,IFSC698753,Bank of Baroda,Bank_Address_60,2020-08-06,414529,918537,40387,Yes,2023-07-11,1317482,2022-06-15,470799,Training_7,2020-02-08,C,No,0343779389,applicant_4856@email.com,Retail,2025-26,282628,4.546702580742268,Operational,13,438296,Manufacturing
4857,Closed,Office_85,Ministry,KARNATAKA,APP2025288986,Applicant_4857,Individual,Female,SC,PWD,1973-08-29,9823472049,Address_23,Block_C,District_21,Urban,Food Processing,Product_1,IFSC382304,Canara Bank,Bank_Address_64,2023-12-31,321411,1161617,271330,No,2022-10-24,1270522,2020-01-15,84340,Training_22,2022-05-17,A,No,0142667836,applicant_4857@email.com,Agro-based,2024-25,2856561,96.55510701352725,Closed,18,145271,Manufacturing
4858,Non-Operational,Office_59,KVIB,KERALA,APP2025419480,Applicant_4858,Individual,Female,ST,NA,1982-10-11,9855506615,Address_156,Block_D,District_47,Rural,Health Care,Product_5,IFSC592166,Axis Bank,Bank_Address_183,2023-08-09,1080675,451838,32554,Partial,2022-05-16,1120364,2023-02-22,634498,Training_32,2021-11-23,C,Yes,0241629339,applicant_4858@email.com,Agro-based,2024-25,3726568,58.400889203622796,Operational,8,838293,Services
4859,Operational,Office_88,DIC,RAJASTHAN,APP2025123263,Applicant_4859,Individual,Female,Scheduled Caste,EX-SERVICEMAN,1999-07-11,9882201508,Address_128,Block_B,District_20,Urban,E-commerce,Product_63,IFSC485863,Canara Bank,Bank_Address_123,2020-07-14,304768,903254,470480,Yes,2022-11-11,1305467,2021-01-05,367932,Training_50,2020-09-18,NA,Yes,0293654214,applicant_4859@email.com,Agro-based,2025-26,3433999,48.58854647946905,Non-Operational,10,993826,Services
4860,Operational,Office_39,Ministry,CHHATTISGARH,APP2025852649,Applicant_4860,Individual,Male,Scheduled Caste,EX-SERVICEMAN,1983-04-15,9877378557,Address_464,Block_B,District_32,Rural,Food Processing,Product_58,IFSC303284,Axis Bank,Bank_Address_152,2021-04-03,1110128,71960,67698,Yes,2020-02-07,736882,2021-08-07,1056799,Training_11,2021-09-13,C,No,0162708150,applicant_4860@email.com,Agro-based,2023-24,4953865,31.788700268688142,Operational,14,1231302,Manufacturing
4861,Non-Operational,Office_97,Ministry,HIMACHAL PRADESH,APP2025218789,Applicant_4861,Individual,Female,OBC,EX-SERVICEMAN,1984-06-10,9844640081,Address_54,Block_B,District_10,Rural,Textile Unit,Product_98,IFSC216633,SBI,Bank_Address_79,2023-11-08,482211,1305365,339093,Partial,2020-09-13,173869,2020-06-21,1363834,Training_19,2022-01-24,A,No,0324988429,applicant_4861@email.com,Retail,2024-25,574288,97.4961585947713,Operational,7,1248261,Manufacturing
4862,Closed,Office_57,State,HARYANA,APP2025540051,Applicant_4862,Individual,Male,Scheduled Caste,NA,2012-09-06,9877719256,Address_326,Block_A,District_44,Rural,Handicraft,Product_14,IFSC861740,IndusInd Bank,Bank_Address_183,2023-11-02,366752,199058,84319,Yes,2022-01-14,149297,2023-10-29,875187,Training_49,2023-12-15,A,Yes,0121144935,applicant_4862@email.com,Manufacturing,2025-26,3672080,81.33295234488963,Closed,7,829454,Manufacturing
4863,Closed,Office_41,Ministry,ANDHRA PRADESH,APP2025613111,Applicant_4863,Individual,Female,Scheduled Caste,EX-SERVICEMAN,1963-11-12,9861665600,Address_156,Block_D,District_16,Rural,IT Services,Product_75,IFSC788873,PNB,Bank_Address_128,2021-06-13,937471,1137393,307260,Yes,2022-02-28,984715,2021-03-24,108313,Training_22,2023-05-23,NA,Yes,0188956304,applicant_4863@email.com,Agro-based,2025-26,247118,45.94436300422804,Operational,17,204365,Services
4864,Non-Operational,Office_42,KVIB,UTTAR PRADESH,APP2025423820,Applicant_4864,Individual,Female,OBC,NA,1993-03-03,9893451891,Address_263,Block_B,District_10,Urban,Manufacturing,Product_22,IFSC369147,Bank of Baroda,Bank_Address_48,2020-07-25,2301479,362430,87192,Yes,2022-04-11,1724197,2021-06-08,1179000,Training_39,2021-09-12,A,Yes,0332996500,applicant_4864@email.com,Agro-based,2025-26,265985,70.1284970697981,Non-Operational,13,882212,Manufacturing
4865,Operational,Office_89,KVIB,PUNJAB,APP2025612700,Applicant_4865,Individual,Female,Scheduled Tribe,NA,1982-08-05,9852750966,Address_364,Block_D,District_47,Urban,Tourism Services,Product_20,IFSC195524,PNB,Bank_Address_190,2022-02-25,1285420,526610,112058,Yes,2023-12-02,691801,2021-06-25,1496588,Training_18,2020-01-12,C,No,0226201995,applicant_4865@email.com,Manufacturing,2025-26,1278817,50.097941726835316,Closed,5,1332915,Services
4866,Non-Operational,Office_12,KVIB,HARYANA,APP2025731685,Applicant_4866,Individual,Female,General,PWD,1988-01-01,9869406230,Address_495,Block_C,District_32,Urban,Food Processing,Product_37,IFSC791771,Kotak Bank,Bank_Address_27,2021-05-26,965156,485921,11319,Yes,2021-11-17,296427,2023-10-31,1180944,Training_39,2023-09-02,B,No,0288238198,applicant_4866@email.com,Manufacturing,2025-26,1435196,76.0315917911639,Closed,20,1115386,Manufacturing
4867,Closed,Office_48,KVIC,PUNJAB,APP2025518118,Applicant_4867,Individual,Male,OBC,EX-SERVICEMAN,1968-04-01,9842813647,Address_49,Block_A,District_1,Rural,E-commerce,Product_68,IFSC515318,Kotak Bank,Bank_Address_73,2022-03-23,1941142,1425504,280407,Partial,2023-06-12,1144760,2023-05-04,417485,Training_7,2022-06-22,C,No,0388366353,applicant_4867@email.com,Agro-based,2025-26,4969992,4.211474325957399,Non-Operational,13,255079,Services
4868,Non-Operational,Office_22,DIC,ASSAM,APP2025430649,Applicant_4868,Individual,Male,General,EX-SERVICEMAN,1970-03-30,9830579661,Address_52,Block_A,District_50,Urban,E-commerce,Product_100,IFSC665750,ICICI Bank,Bank_Address_161,2021-04-02,221520,992256,275077,Yes,2023-09-06,1144764,2021-12-28,1011346,Training_41,2023-04-24,NA,No,0357090523,applicant_4868@email.com,Services,2023-24,3670950,1.457189993807828,Operational,13,177638,Services
4869,Non-Operational,Office_82,KVIC,KARNATAKA,APP2025297261,Applicant_4869,Individual,Female,Scheduled Caste,EX-SERVICEMAN,1978-12-03,9885461303,Address_224,Block_C,District_32,Urban,Manufacturing,Product_41,IFSC471548,HDFC Bank,Bank_Address_87,2020-03-05,1657297,708845,47749,Partial,2020-03-23,100834,2022-05-27,695509,Training_26,2020-09-19,C,Yes,0372426156,applicant_4869@email.com,Services,2023-24,3544306,25.720065569620054,Closed,18,823816,Manufacturing
4870,Closed,Office_99,State,HARYANA,APP2025103302,Applicant_4870,Individual,Female,OBC,NA,1970-04-27,9894222494,Address_44,Block_A,District_30,Urban,Service Business,Product_80,IFSC652298,HDFC Bank,Bank_Address_166,2022-01-16,408514,1434690,193934,No,2022-03-14,1709347,2023-03-23,689817,Training_42,2023-08-24,C,No,0127901212,applicant_4870@email.com,Retail,2025-26,4305700,28.49122235279409,Non-Operational,1,1369280,Services
4871,Closed,Office_84,KVIC,RAJASTHAN,APP2025410662,Applicant_4871,Individual,Female,ST,EX-SERVICEMAN,1976-06-22,9875816248,Address_98,Block_B,District_44,Urban,Health Care,Product_36,IFSC560577,HDFC Bank,Bank_Address_168,2020-03-24,310054,1290103,80176,Partial,2022-10-09,1566646,2023-04-12,776581,Training_34,2023-01-03,NA,Yes,0398458811,applicant_4871@email.com,Services,2023-24,4223325,85.8575241060336,Operational,9,596454,Services
4872,Operational,Office_66,Ministry,RAJASTHAN,APP2025803929,Applicant_4872,Individual,Female,Scheduled Caste,PWD,2007-12-20,9898085331,Address_161,Block_C,District_34,Urban,Service Business,Product_89,IFSC597484,PNB,Bank_Address_199,2023-07-20,2154404,183572,47438,Partial,2020-11-10,1914584,2020-03-16,1000063,Training_31,2023-05-18,B,Yes,0156784481,applicant_4872@email.com,Services,2023-24,1671613,14.824946835028207,Closed,16,416767,Services
4873,Closed,Office_32,Ministry,TELANGANA,APP2025144098,Applicant_4873,Individual,Male,Scheduled Tribe,PWD,1975-07-09,9822840353,Address_374,Block_D,District_24,Urban,Food Processing,Product_48,IFSC780945,Union Bank,Bank_Address_56,2022-11-01,1038756,1488775,250531,Partial,2020-09-25,1928090,2022-12-17,1290723,Training_27,2021-09-09,C,No,0324087691,applicant_4873@email.com,Services,2025-26,4056034,88.76541490856069,Operational,18,475306,Manufacturing
4874,Operational,Office_18,State,JAMMU & KASHMIR,APP2025965436,Applicant_4874,Individual,Male,Scheduled Caste,EX-SERVICEMAN,1972-11-12,9867283159,Address_259,Block_A,District_10,Rural,Textile Unit,Product_54,IFSC546214,Axis Bank,Bank_Address_165,2021-01-28,2305348,483840,461998,Yes,2023-02-20,1382922,2023-02-02,714523,Training_9,2022-09-05,B,No,0143099488,applicant_4874@email.com,Services,2025-26,4913348,45.13183751481718,Operational,11,143393,Manufacturing
4875,Closed,Office_73,State,ANDHRA PRADESH,APP2025846509,Applicant_4875,Individual,Male,Scheduled Caste,EX-SERVICEMAN,1972-01-31,9866873524,Address_174,Block_C,District_47,Rural,IT Services,Product_12,IFSC349755,Axis Bank,Bank_Address_27,2021-06-28,801426,490260,489950,No,2021-08-28,1188900,2021-02-14,1255289,Training_33,2022-03-10,A,No,0239707775,applicant_4875@email.com,Services,2025-26,4083558,91.56922543038274,Non-Operational,17,148890,Services
4876,Closed,Office_13,State,JHARKHAND,APP2025719384,Applicant_4876,Individual,Male,General,PWD,2004-10-06,9812440297,Address_153,Block_C,District_26,Urban,E-commerce,Product_15,IFSC368868,Axis Bank,Bank_Address_151,2023-05-31,1104661,1134973,379189,Yes,2022-04-11,537827,2020-08-07,517173,Training_9,2023-08-27,A,Yes,0394224015,applicant_4876@email.com,Manufacturing,2024-25,1523288,21.322807343246907,Closed,15,941849,Services
4877,Closed,Office_82,KVIC,ODISHA,APP2025439287,Applicant_4877,Individual,Female,General,PWD,1981-05-04,9896297848,Address_426,Block_B,District_19,Rural,Manufacturing,Product_47,IFSC988581,PNB,Bank_Address_88,2023-07-05,1079000,1152163,32162,Partial,2021-09-28,675519,2020-08-01,539779,Training_34,2022-09-18,C,No,0136522161,applicant_4877@email.com,Services,2023-24,3750165,80.41179470073354,Operational,15,521752,Manufacturing
4878,Closed,Office_83,KVIB,KARNATAKA,APP2025846546,Applicant_4878,Individual,Male,SC,PWD,1966-05-10,9878635449,Address_96,Block_A,District_46,Rural,E-commerce,Product_15,IFSC775057,Bank of Baroda,Bank_Address_115,2023-04-17,852566,106298,291768,Yes,2020-11-28,931740,2021-06-22,1229197,Training_36,2023-07-05,C,No,0161503904,applicant_4878@email.com,Manufacturing,2023-24,3534538,79.0600605647088,Operational,16,316230,Services
4879,Closed,Office_89,Ministry,ANDHRA PRADESH,APP2025212711,Applicant_4879,Individual,Female,SC,PWD,2012-07-31,9825268938,Address_360,Block_D,District_48,Urban,Health Care,Product_94,IFSC968720,SBI,Bank_Address_193,2022-04-26,1685316,596181,216848,Yes,2023-07-27,1601206,2021-10-19,355193,Training_16,2023-08-18,A,No,0256400537,applicant_4879@email.com,Retail,2023-24,477501,18.46629436740319,Closed,16,738981,Services
4880,Closed,Office_35,Ministry,HARYANA,APP2025593430,Applicant_4880,Individual,Female,ST,EX-SERVICEMAN,1979-02-27,9849809483,Address_458,Block_B,District_45,Rural,Education Center,Product_41,IFSC884091,ICICI Bank,Bank_Address_117,2020-01-15,1316540,1321514,494955,No,2021-04-25,718592,2023-09-16,1029735,Training_6,2020-05-17,NA,Yes,0198838874,applicant_4880@email.com,Manufacturing,2023-24,2533186,32.14855477942301,Non-Operational,20,1488359,Services
4881,Non-Operational,Office_99,State,ASSAM,APP2025439204,Applicant_4881,Individual,Male,Scheduled Caste,NA,1991-03-19,9854041010,Address_232,Block_D,District_14,Rural,Retail Trading,Product_87,IFSC563043,Canara Bank,Bank_Address_103,2023-02-22,1110039,830408,410635,Partial,2021-12-15,906932,2023-05-28,929022,Training_7,2022-03-16,A,Yes,0244074282,applicant_4881@email.com,Manufacturing,2025-26,2030956,24.433906999065535,Closed,9,320220,Services
4882,Non-Operational,Office_46,Ministry,WEST BENGAL,APP2025858728,Applicant_4882,Individual,Female,OBC,EX-SERVICEMAN,1967-11-27,9827643520,Address_305,Block_B,District_4,Urban,Manufacturing,Product_76,IFSC328807,Union Bank,Bank_Address_88,2022-11-02,124692,889481,173492,Yes,2022-04-06,1465291,2021-07-17,320057,Training_23,2023-08-10,B,Yes,0179425077,applicant_4882@email.com,Manufacturing,2025-26,316853,81.2882140084166,Closed,8,1414195,Manufacturing
4883,Closed,Office_3,State,RAJASTHAN,APP2025244878,Applicant_4883,Individual,Male,Scheduled Caste,PWD,1975-07-18,9878061344,Address_74,Block_D,District_32,Rural,Tourism Services,Product_54,IFSC263588,Bank of Baroda,Bank_Address_186,2022-05-01,1444346,822700,162220,Partial,2022-10-21,363535,2023-10-24,698012,Training_34,2020-12-30,A,No,0311688856,applicant_4883@email.com,Agro-based,2024-25,4649148,75.70859076493535,Closed,14,989693,Services
